wikidata_id,name,instance_of,country
Q7083577,Old Cambridge Baptist Church,church,United States of America
Q5108986,Christ the King Presbyterian Church,church,United States of America
Q14715862,St. James Episcopal Church,church,United States of America
Q7397151,"Sacred Heart Church, Rectory, School and Convent",church,United States of America
Q7588829,St. John's Roman Catholic Church,church,United States of America
Q7962761,Wallace Chapel AME Zion Church,church,United States of America
Q4897857,Bethel African Methodist Episcopal Church and Parsonage,church,United States of America
Q5453479,First Parish Church,church,United States of America
Q5454034,First Universalist Church,church,United States of America
Q7567432,South Harwich Methodist Church,church,United States of America
Q7107668,Osterville Baptist Church,church,United States of America
Q7894184,Universalist Society Meetinghouse,museum,United States of America
Q4689762,African Episcopal Church of St. Thomas,church,United States of America
Q7885486,Union Chapel,church,United States of America
Q5160730,Congregational Church of West Stockbridge,church,United States of America
Q6906651,Montville Baptist Church,church,United States of America
Q7193942,Pilgrim Memorial Church and Parish House,house,United States of America
Q7268561,Quaker Meetinghouse,church,United States of America
Q7552698,Society of the Congregational Church of Great Barrington,church,United States of America
Q7842755,Trinity Episcopal Church,church,United States of America
Q4744613,"American Orthodox Catholic Church – Western Rite Mission, Diocese of New York",,United States of America
Q6275400,Jonesborough United Methodist Church,church,United States of America
Q4785846,Archdiocese of the Old Catholic Church of America,,United States of America
Q5053189,Catholic Life Church,Christian denomination,
Q5452836,First Congregational Church in Woburn,church,United States of America
Q5452387,First Baptist Church,church,United States of America
Q7588685,St. John's Episcopal Church,church,United States of America
Q7591143,St. Paul's German Evangelical Church,,United States of America
Q6879760,Missouri United Methodist Church,church,United States of America
Q5327878,East Blackstone Friends Meetinghouse,church,United States of America
Q7084268,Old Indian Meeting House,cemetery,United States of America
Q7193929,Pilgrim Congregational Church,church,United States of America
Q4728795,All Hallows Episcopal Church,church,United States of America
Q7504044,Shrine Church of St. Stanislaus,parish,United States of America
Q7784800,"Third Church of Christ, Scientist",church,United States of America
Q5024545,Calvinistic Congregational Church,church,United States of America
Q5452415,First Baptist Church,church,United States of America
Q5452384,First Baptist Church,church,United States of America
Q5452449,First Baptist Church in Swansea,church,United States of America
Q5453495,First Parsonage for Second East Parish Church,church,United States of America
Q4958573,Brayton Methodist Episcopal Church,church,United States of America
Q8025944,Winslow Congregational Church,church,United States of America
Q14715673,Long Plain Friends Meetinghouse,meeting house,United States of America
Q4499816,San José de Gracia Church,church,United States of America
Q7588861,St. John's in the Wilderness Episcopal Church,church,United States of America
Q5473725,Foster Memorial AME Zion Church,church,United States of America
Q7400882,Saint Aidan's Church and Rectory,,United States of America
Q7589969,St. Mark's Methodist Church,church,United States of America
Q5116833,"Church of Christ, Swansea",church,United States of America
Q5904068,Hornbine Baptist Church,church,United States of America
Q7054814,North Christian Congregational Church,,United States of America
Q7056942,North Taunton Baptist Church,church,United States of America
Q7420498,Santo Christo Church,church,United States of America
Q2942494,St. Mary's Cathedral and Rectory,cathedral,United States of America
Q7591958,St. Thomas Episcopal Church,church,United States of America
Q3584912,St. Anne's Church and Parish Complex,church,United States of America
Q7590251,St. Mary's Complex,church,United States of America
Q7568599,South Swansea Baptist Church,church,United States of America
Q7885581,Union Congregational Church,church,United States of America
Q5453940,First Unitarian Church,church,United States of America
Q8026586,Winthrop Street Baptist Church,church,United States of America
Q7989780,Westville Congregational Church,church,United States of America
Q17027618,Unitarian Memorial Church,church,United States of America
Q7617132,Still River Baptist Church,church,United States of America
Q5453702,First Presbyterian Church of Oyster Bay,church,United States of America
Q7590433,St. Mary's Seminary Chapel,,United States of America
Q4954940,Bradley Hills Presbyterian Church,church,United States of America
Q7074094,Oaklawn Cemetery,,United States of America
Q7085048,Old St. Patrick's Church,church,United States of America
Q5116993,"Church of Our Saviour, Brookline",church,United States of America
Q7842657,Trinity Church,church,United States of America
Q5452859,First Congregational Church of Plainfield,church,United States of America
Q7887199,Unitarian Meetinghouse,church,United States of America
Q6662759,Lloyd Street Synagogue,museum,United States of America
Q5093953,Chestnut Hill Meetinghouse,construction,United States of America
Q6968948,Nathan C. Aldrich House and Resthaven Chapel,house,United States of America
Q5453340,First Minister's House,church,United States of America
Q5056896,Cedar Springs Historic District,historic district in the United States,United States of America
Q7655678,Sweetest Heart of Mary Roman Catholic Church,church,United States of America
Q7889201,United States Air Force Academy Cadet Chapel,chapel,United States of America
Q4752736,Anchorage Unitarian Universalist Fellowship,,United States of America
Q7568273,South Presbyterian Church,church,United States of America
Q5452682,"First Church of Christ, Scientist",church,United States of America
Q4897871,Bethel Cemetery and Church,cemetery,United States of America
Q7413815,San Estevan Del Rey Mission Church,church,United States of America
Q7414155,San Francisco de Asis Mission Church,church,United States of America
Q7397254,Sacred Heart Roman Catholic Church,church,United States of America
Q7588571,St. John's-St. Luke's Evangelical Church,church,United States of America
Q5108786,Christ Church Cathedral,cathedral,United States of America
Q7587707,St. David's Episcopal Church,church,United States of America
Q5452690,"First Church of Christ, Scientist",church,United States of America
Q7588676,St. John's Episcopal Church,church,United States of America
Q5773699,Historic Trinity Lutheran Church,church,United States of America
Q7588638,St. John's Church at Creagerstown Historic District,historic district in the United States,United States of America
Q3585184,St. Mary – St. Catherine of Siena Parish,parish church,United States of America
Q5885567,Holy Ghost Catholic Church,church,United States of America
Q2312403,Mission Concepcion,mission,United States of America
Q6800032,McBee Methodist Church,church,United States of America
Q3585954,Corpus Christi R. C. Church Complex,church,United States of America
Q4754625,Andover Public Library,public library,United States of America
Q7307537,Reformed Presbyterian Church of Vernon,church,United States of America
Q5431767,Falcon Tabernacle,church,United States of America
Q7591119,St. Paul's Episcopal Church,church,United States of America
Q7590915,St. Patrick's Catholic Church,church,United States of America
Q7590827,St. Nicholas Croatian Church,church,United States of America
Q7594310,"St Mary's Church, Cove Bay",church,United Kingdom
Q7784994,Third Unitarian Church,church,United States of America
Q7589940,St. Mark's Episcopal Church,church,United States of America
Q7885406,Union Baptist Church,church,United States of America
Q5108693,"Christ Church, Hyde Park",church,United States of America
Q7587008,St. Anne's Episcopal Church,church,United States of America
Q5886018,Holy Rosary Church,church,United States of America
Q5073089,Chapel of St. Theresa-the Little Flower,church,United States of America
Q3585180,St. Mary's Catholic Church,church,United States of America
Q7587799,St. Edward's Catholic Church,church,United States of America
Q5472134,Fort Street Presbyterian Church,church,United States of America
Q5452705,"First Church of Christ, Scientist",church,United States of America
Q5117984,Church of the Madalene,church,United States of America
Q7588453,St. James Church,church,United States of America
Q7586733,St. Alban's Episcopal Church,church,United States of America
Q4856892,Banneker-Douglass Museum,church,United States of America
Q7085102,Old Stone Church,church,United States of America
Q7591760,St. Stephen's Episcopal Church,church,United States of America
Q6650077,Little Fork Church,church,United States of America
Q7077255,Odalen Lutherske Kirke,church,United States of America
Q5052469,Cathedral of the Sacred Heart,cathedral,United States of America
Q7588737,St. John's Greek Orthodox Church,church,United States of America
Q4898056,Bethlehem Lutheran Church,church,United States of America
Q7591425,St. Peter's Roman Catholic Church,church,United States of America
Q7587380,St. Bruno's Church,church,United States of America
Q7591094,St. Paul's Episcopal Church,church,United States of America
Q5452481,First Baptist Church of Tarrytown,church,United States of America
Q5643185,Halltown Union Colored Sunday School,church,United States of America
Q7443495,Second Reformed Dutch Church of Kingston,church,United States of America
Q7083881,Old Dutch Church,,United States of America
Q7587138,St. Augustine's Catholic Church,church,United States of America
Q7587168,St. Augustine Catholic Church,church,United States of America
Q7400914,Saint Andrew's Memorial Episcopal Church,church,United States of America
Q6823798,Methodist Episcopal Church South,church,United States of America
Q646735,St. Albertus Roman Catholic Church,parish,United States of America
Q7842761,Trinity Episcopal Church,church,United States of America
Q6807887,Meeting House of the Second Parish in Woburn,church,United States of America
Q4972539,Broadway Winter Hill Congregational Church,church,United States of America
Q5454037,First Universalist Church,church,United States of America
Q5453944,First Unitarian Church,church,United States of America
Q7887214,Unitarian Universalist Church of Medford and the Osgood House,church,United States of America
Q3582125,St. Josaphat's Roman Catholic Church,church,United States of America
Q7589788,St. Luke's Episcopal Church,church,United States of America
Q5452409,First Baptist Church,church,United States of America
Q5453750,First Religious Society Church and Parish Hall,church,United States of America
Q5453943,First Unitarian Church,church,United States of America
Q5454036,First Universalist Church,church,United States of America
Q7591779,St. Stephen's Memorial Episcopal Church,church,United States of America
Q5591125,Grace Episcopal Church,church,United States of America
Q14715802,Our Lady of Good Voyage Church,church,United States of America
Q7590842,St. Nicholas Orthodox Church and Rectory,church,United States of America
Q14682103,Harding Theater,building,United States of America
Q7587192,St. Augustine Parish (Isle Brevelle) Church,church,United States of America
Q5676562,Harvard Shaker Village Historic District,historic district in the United States,United States of America
Q6823778,Methodist Episcopal Church,church,United States of America
Q6823790,Methodist Episcopal Church,church,United States of America
Q6823788,Methodist Episcopal Church,church,United States of America
Q4781665,Apponegansett Meeting House,cemetery,United States of America
Q5060638,Central Congregational Church,church,United States of America
Q14708272,West Market Street United Methodist Church,church,United States of America
Q5117799,Church of the Ascension,church,United States of America
Q7589106,St. Joseph's Church,church,United States of America
Q7589593,St. Louis Church,church,United States of America
Q7590928,St. Patrick's Church,church,United States of America
Q7885852,Union Mission Chapel-Historical Hall,church,United States of America
Q7588631,St. John's Church,church,United States of America
Q7887203,Unitarian Society,,United States of America
Q6188214,Jesus Marie Convent,church,United States of America
Q5501721,French Congregational Church,church,United States of America
Q7566890,South Congregational Church,church,United States of America
Q7589111,St. Joseph's Church,church,United States of America
Q7085004,Old South Union Church,church,United States of America
Q5452473,First Baptist Church of Medfield,church,United States of America
Q5453491,First Parish Unitarian Church,church,United States of America
Q5583683,Goodwin Memorial African Methodist Episcopal Zion Church,church,United States of America
Q3581892,St. Jax Montréal,church,Canada
Q7894971,University United Methodist Church,church,United States of America
Q7161956,Pembroke Friends Meetinghouse,church,United States of America
Q14715786,North Rochester Congregational Church,church,United States of America
Q5453920,First Trinitarian Congregational Church,church,United States of America
Q5452662,"First Church of Christ, Congregational",church,United States of America
Q5452840,First Congregational Church of Blandford,church,United States of America
Q5452848,First Congregational Church of East Longmeadow,church,United States of America
Q7591342,St. Peter's Church,church,United States of America
Q7591378,St. Peter's Episcopal Church,church,United States of America
Q7591522,St. Philip's Episcopal Church,church,United States of America
Q7591517,St. Philip's Episcopal Church,church,United States of America
Q7591766,St. Stephen's Episcopal Church,church,United States of America
Q5499928,Free Methodist Church,church,United States of America
Q5351617,El Molino Viejo,,United States of America
Q5052390,Cathedral of St. Ignatius of Loyola,cathedral,United States of America
Q5328814,East Lawn Cemetery and Sherman Burbank Memorial Chapel,cemetery,United States of America
Q7110721,Our Lady Help of Christians Historic District,historic district in the United States,United States of America
Q4897486,Beth Eden Baptist Church,church,United States of America
Q5108889,Christ Episcopal Church,church,United States of America
Q5452826,First Congregational Church,church,United States of America
Q5453482,First Parish Church,church,United States of America
Q7590415,St. Mary's Roman Catholic Church Complex,church,United States of America
Q7587498,St. Charles Borromeo Church,church,United States of America
Q7586678,St. Abraam Coptic Orthodox Church,church,United States of America
Q6898319,"Monastery of Mary, Mother of Grace",,
Q7784894,Third Meetinghouse,construction,United States of America
Q7983973,Wesley Methodist Church,church,United States of America
Q5447491,"Fifth Church of Christ, Scientist",church,United States of America
Q7457695,"Seventh Church of Christ, Scientist",church,United States of America
Q5073038,Chapel No. 1,,United States of America
Q7586863,St. Andrew's Episcopal Church,church,United States of America
Q7586857,St. Andrew's Episcopal Church,church,United States of America
Q7402016,Saint Paul's Episcopal Chapel,church,United States of America
Q7553221,Sodality Chapel,church,United States of America
Q7587997,St. Francis Street Methodist Church,church,United States of America
Q5452464,"First Baptist Church of Essex, Connecticut",church,United States of America
Q7586866,St. Andrew's Episcopal Church,church,United States of America
Q7401527,Saint Joseph's Roman Catholic Church,church,United States of America
Q5453536,First Presbyterian Church,church,United States of America
Q5454021,First United Presbyterian Church,church,United States of America
Q6485809,Langdon Hall,architectural structure,United States of America
Q7590123,St. Mary's Catholic Church,church,United States of America
Q5605099,Greenwood Union Church,construction,United States of America
Q6479078,Lakeside Cemetery Chapel,cemetery,United States of America
Q8072554,Zion Reformed Church,church,United States of America
Q6823747,Methodist Church,church,United States of America
Q6823819,Methodist Episcopal Society of Tyringham,church,United States of America
Q8000335,Wilcrest Baptist Church,church,United States of America
Q7400905,Saint Andrew's Chapel,church,United States of America
Q5886742,Holy Trinity Greek Orthodox Church,church,United States of America
Q4893993,Bernardston Congregational Unitarian Church,building,United States of America
Q8021159,Williamsburg Center Historic District,historic district in the United States,United States of America
Q14715803,Our Mother of Sorrows Monastery and Retreat Center,monastery,United States of America
Q5166334,Convento Building,building,United States of America
Q6567817,List of Coptic Orthodox Churches in the United States,Wikimedia list article,
Q7588533,St. Jean Baptiste Catholic Church,church,United States of America
Q7589985,St. Mark Coptic Orthodox Church,church,United States of America
Q7589987,St. Mark Coptic Orthodox Church,church,United States of America
Q3943159,St. Andrew's Episcopal Church,church,United States of America
Q5452259,First African Baptist Church and Parsonage,church,United States of America
Q7590672,St. Michael's Church,church,United States of America
Q7588197,St. George Coptic Orthodox Church,church,United States of America
Q7591178,St. Paul's Parish Church,church,United States of America
Q7589984,St. Mark Coptic Orthodox Church,church,United States of America
Q4857679,Baptist Society Meeting House,church,United States of America
Q5024197,Calvary Methodist Church,church,United States of America
Q5759620,Highrock Church,church,United States of America
Q7203969,Pleasant Street Congregational Church,church,United States of America
Q5453483,First Parish Church Parsonage,church,United States of America
Q5073083,Chapel of St. Anne,church,United States of America
Q7588196,St. George Coptic Orthodox Church,church,United States of America
Q7588181,St. George & St. Shenouda Coptic Orthodox Church,church,United States of America
Q7887211,Unitarian Universalist Church,church,United States of America
Q15253336,Middle Spring Presbyterian Church,church,United States of America
Q7590482,St. Mary Coptic Orthodox Church,church,United States of America
Q7588719,St. John's Episcopal Church and Rectory,church,United States of America
Q5073122,Chapel of the Transfiguration,church,United States of America
Q7590483,St. Mary Coptic Orthodox Church,church,United States of America
Q5454035,First Universalist Church,church,United States of America
Q7590211,St. Mary's Church,church,United States of America
Q5052402,Cathedral of St. John the Evangelist,cathedral,United States of America
Q5430855,Fairview Presbyterian Church,church,United States of America
Q7590458,St. Mary & St. Antonios Coptic Orthodox Church,church,United States of America
Q4694527,Agudath Sholem Synagogue,church,United States of America
Q7591210,St. Paul's United Methodist Church,church,United States of America
Q5160717,Congregational Church,church,United States of America
Q7401807,Saint Mary's Catholic Church,church,United States of America
Q7401439,Saint John's Methodist Episcopal Church,church,United States of America
Q7156344,Pawtucket Congregational Church,church,United States of America
Q7589164,St. Joseph's Convent and School,,United States of America
Q5452436,First Baptist Church,church,United States of America
Q5452823,First Congregational Church,church,United States of America
Q5453945,First Unitarian Church,church,United States of America
Q5359692,Elevation Church,church,United States of America
Q8072514,Zion Episcopal Church,church,United States of America
Q7589405,"St. Jude Catholic Church, Allen, Texas",church,United States of America
Q7587465,St. Cecilia's Church and Convent,church,United States of America
Q5415935,Evans Memorial Chapel,church,United States of America
Q6816693,Mendocino Presbyterian Church,church,United States of America
Q7588433,St. James Anglican Church,church,United States of America
Q11062999,Trinity Episcopal Church,church,United States of America
Q5490741,Frankford Friends Meeting House,church,United States of America
Q5506611,Frying Pan Meetinghouse,church,United States of America
Q4499936,Cathedral of the Sacred Heart,cathedral,United States of America
Q7855947,Turner Memorial A.M.E. Church,church,United States of America
Q7972655,Wasilla Assembly of God,church,United States of America
Q17033788,Wasilla Bible Church,,United States of America
Q5118026,Church of the Redeemer,church,United States of America
Q7368554,Rosendale Library,church,United States of America
Q5692064,Heart Prairie Lutheran Church,church,United States of America
Q5188823,Crossroads Christian Church,church,United States of America
Q7402223,Saint Thomas' Chapel,church,United States of America
Q5108870,Christ Episcopal Church,church,United States of America
Q7413493,San Buenaventura Mission Aqueduct,construction,United States of America
Q14707300,Silliman Memorial Presbyterian Church,church,United States of America
Q7615888,Redeemer Missionary Baptist Church,church,United States of America
Q5476425,Fowler Methodist Episcopal Church,church,United States of America
Q7504075,Shrine of St. Anthony,building,United States of America
Q5452780,"First Congregational Church, Pueblo, Colorado",church,United States of America
Q5453309,First Methodist Episcopal Church,church,United States of America
Q7588738,St. John's Greek Orthodox Church,church,United States of America
Q4860216,Bardsdale United Methodist Church,church,United States of America
Q7591907,St. Thomas Aquinas Chapel,museum,United States of America
Q7842606,Trinity Cathedral,cathedral,United States of America
Q4752678,Anchor Gaslamp,church,United States of America
Q5160718,Congregational Church,church,United States of America
Q5415675,Evangelical Free Church,church,United States of America
Q3580676,Notre Dame Catholic Church,church,United States of America
Q7397170,Sacred Heart Church Historic District,historic district in the United States,United States of America
Q7193930,Pilgrim Congregational Church,church,United States of America
Q5117201,Church of St. Barnabas,church,United States of America
Q7587336,St. Boniface Roman Catholic Church,church,United States of America
Q14716108,Gethsemane Evangelical Lutheran Church,church,United States of America
Q7591188,St. Paul's Reformed Church,church,United States of America
Q5453277,First Methodist Church,church,United States of America
Q7842662,Trinity Church,church,United States of America
Q7083527,Old Brick Church,church,United States of America
Q5052247,Cathedral Hill Historic District,historic district in the United States,United States of America
Q5453278,First Methodist Church,church,United States of America
Q8025010,Winfield Reformed Church,,United States of America
Q7401522,Saint Joseph's Oratory,,United States of America
Q8072532,Zion Lutheran Church,church,United States of America
Q8072539,Zion Lutheran Church,church,United States of America
Q5453596,First Presbyterian Church,church,United States of America
Q5452868,First Congregational Church of Zumbrota,church,United States of America
Q5108891,Christ Episcopal Church,church,United States of America
Q5087814,Chatsworth Community Church,construction,United States of America
Q5108757,Christ Church,church,United States of America
Q7591339,St. Peter's Church,church,United States of America
Q7842781,Trinity Episcopal Church,church,United States of America
Q14692280,National Shrine of St. Elizabeth Ann Seton,,United States of America
Q7987166,Westbrook Church,church,
Q6801640,McIntosh Presbyterian Church,church,United States of America
Q7401431,Saint John's Episcopal Church,church,United States of America
Q4712272,Alberts Chapel,church,United States of America
Q7085056,Old St. Peter's Episcopal Church,church,United States of America
Q8072505,Zion Church,church,United States of America
Q5453685,First Presbyterian Church of Far Rockaway,church,United States of America
Q7590777,St. Monica's Church,church,United States of America
Q7591141,St. Paul's Evangelical Lutheran Church,church,United States of America
Q16997564,Memory Chapel,church,United States of America
Q5453475,"First Parish Church, Arlington Massachusetts",church,United States of America
Q4689859,African Methodist Episcopal Church,church,United States of America
Q5604397,Greenpoint Reformed Church,church,United States of America
Q5395869,Erste Deutsche Evangelische Kirche,church,United States of America
Q5591164,Grace Evangelical Lutheran Church,church,United States of America
Q7273925,R. Preston Chew,human,
Q4729432,All Saints Chapel and Morris Family Burial Ground,cemetery,United States of America
Q7589901,St. Mark's Baptist Church,church,United States of America
Q5373214,Emmanuel Episcopal Church,church,United States of America
Q5953663,Hyde Park Congregational Church,church,United States of America
Q7592111,St. Vincent de Paul Church,church,United States of America
Q6457524,LDS Moapa Stake Office Building,building,United States of America
Q5171958,Cornwall Church,church,United States of America
Q5557355,Ghostlight Theatre,theater,United States of America
Q4887347,Benedictine Sisters of Elk County,,United States of America
Q4674262,Ackerville Baptist Church of Christ,church,United States of America
Q7590286,St. Mary's Episcopal Church,church,United States of America
Q5117227,Church of St. Hubert the Hunter and Library,church,United States of America
Q8072547,Zion Memorial Chapel,chapel,United States of America
Q6705617,Luther Place Memorial Church,church,United States of America
Q5452833,First Congregational Church and Parsonage,church,United States of America
Q5452628,First Christian Church,church,United States of America
Q2964911,Christ's Church of the Valley,church,United States of America
Q5453668,First Presbyterian Church and Lewis Pintard House,church,United States of America
Q5452466,First Baptist Church of Fairport,church,United States of America
Q7588354,St. Ignatius Church,church,United States of America
Q7590399,St. Mary's Rectory,church,United States of America
Q4668888,Abraham Hall,building,United States of America
Q14715090,Old Lyme Congregational Church,church,United States of America
Q4729316,"All Saints' Church, Falmouth",church,United Kingdom
Q7842727,Trinity Episcopal Cathedral,cathedral,United States of America
Q5073114,Chapel of the Incarnation,church,United States of America
Q7591177,St. Paul's Parish Church,church,United States of America
Q7626112,Sts. Constantine and Helen Greek Orthodox Cathedral,cathedral,United States of America
Q7110986,Our Lady of Victory Basilica,church,United States of America
Q5604523,Greensky Hill church,church,United States of America
Q5452726,First Church of Hanover,church,United States of America
Q5364395,Elks Lodge,church,United States of America
Q5108796,Christ Church Detroit,church,United States of America
Q7332877,Ridgley Methodist Episcopal Church,church,United States of America
Q7590090,St. Mary's Beneficial Society Hall,,United States of America
Q7590596,St. Matthew's Church,church,United States of America
Q7591866,St. Thomas' Church,church,United States of America
Q7401306,Saint George Roman Catholic Lithuanian Church,church,United States of America
Q7111051,Our Lady of the Wayside Church,church,United States of America
Q7587000,St. Anne's Church,church,United States of America
Q5108906,Christ Fellowship,church,
Q4897988,Bethesda Meeting House,building,United States of America
Q5591039,Grace Church,church,United States of America
Q7137685,Park Church,church,United States of America
Q7733257,The Falls Church,church,
Q7203873,Pleasant Hill Presbyterian Church,church,United States of America
Q7417480,Sandy Spring Friends Meetinghouse,church,United States of America
Q5024179,Calvary Episcopal Church,church,United States of America
Q5052392,Cathedral of St. John,cathedral,United States of America
Q5885158,Holy Cross Church,church,United States of America
Q6631926,List of parishes in the Roman Catholic Diocese of Fresno,Wikimedia list article,
Q7587649,St. Columba's Chapel,church,United States of America
Q5604720,Greenville Presbyterian Church,church,United States of America
Q7495365,"Sherrill Methodist Episcopal Church, South",church,United States of America
Q5117895,Church of the Holy Cross,church,United States of America
Q6751203,Manokin Presbyterian Church,church,United States of America
Q7193927,Pilgrim Congregational Church,church,United States of America
Q7402427,Saints Peter and Paul Church,church,United States of America
Q7495501,Sherwood Baptist Church,church,United States of America
Q6669068,Loma Linda University Church of Seventh-day Adventists,church,United States of America
Q7885483,Union Chapel,church,United States of America
Q5108806,Christ Church Guilford,church,United States of America
Q14692436,"Trinity Church (Elkridge, Maryland)",church,United States of America
Q8037255,Worthington Presbyterian Church,church,United States of America
Q6817155,Menlo Park Presbyterian Church,church,United States of America
Q6922273,Mount Moriah Missionary Baptist Church,church,United States of America
Q7588569,St. John's-In-The-Prairie,church,United States of America
Q4921706,Black Rock Congregational Church,church,United States of America
Q8033275,Woods Memorial Presbyterian Church,church,United States of America
Q4729359,All Saints' Church,church,United States of America
Q5108758,Christ Church,church,United States of America
Q14692214,Middleham Chapel,church,United States of America
Q7591089,St. Paul's Episcopal Church,church,United States of America
Q7985076,West End Collegiate Church,church,United States of America
Q7083462,Old Bergen Church,church,United States of America
Q5591052,Grace Church Van Vorst,church,United States of America
Q5453270,First Methodist Church,church,United States of America
Q7590013,St. Martin's Church,church,United States of America
Q6004683,Immanuel Lutheran Church,church,United States of America
Q5452406,First Baptist Church,church,United States of America
Q7591054,St. Paul's Church,church,United States of America
Q7568331,South River Friends Meetinghouse,church,United States of America
Q7402028,Saint Paul's Vestry House,church,United States of America
Q7591470,St. Peters Catholic Church,church,United States of America
Q7568718,South Unitarian Church,church,United States of America
Q7885583,Union Congregational Church,church,United States of America
Q7590604,St. Matthew's Episcopal Church,church,United States of America
Q7589955,St. Mark's Episcopal Church,church,United States of America
Q5373140,Emmanuel Baptist,church,United States of America
Q5885822,Holy Name of Jesus Complex,church,United States of America
Q6878547,Mission Chapel,church,United States of America
Q7983877,Wesley Chapel Methodist Episcopal Church,church,United States of America
Q7588141,St. George's Greek Orthodox Church,church,United States of America
Q7591420,St. Peter's Roman Catholic Church-St. Mary's School,school,United States of America
Q4728793,All Hallows Church,church,United States of America
Q14691903,"Christ Church (Owensville, Maryland)",church,United States of America
Q5188405,Cross Roads Church,church,United States of America
Q14692254,"Mount Tabor Methodist Episcopal Church (Crownsville, Maryland)",church,United States of America
Q5383132,Epiphany Chapel and Church House,church,United States of America
Q7591035,St. Paul's Chapel,church,United States of America
Q7842745,Trinity Episcopal Church,church,United States of America
Q4728717,All Faith Church,church,United States of America
Q5108858,Christ Episcopal Church,church,United States of America
Q7586839,St. Andrew's Church,church,United States of America
Q7588135,St. George's Episcopal Church,church,United States of America
Q7588363,St. Ignatius Roman Catholic Church,church,United States of America
Q7588024,St. Francis Xavier Church and Newtown Manor House Historic District,historic district in the United States,United States of America
Q15224736,"Holy Trinity Church (Juneau, Alaska)",church,United States of America
Q6923663,Mount Sinai Holy Church of America,church,United States of America
Q3585275,St. Theresa of Avila Roman Catholic Church,church,United States of America
Q7590041,St. Martin of Tours Episcopal Church,church,United States of America
Q7587196,St. Augustine of Canterbury Church,,United States of America
Q1631818,St. Charles Borromeo Roman Catholic Church,church,United States of America
Q7591696,St. Stanislaus Bishop and Martyr Roman Catholic Church,church,United States of America
Q7592010,St. Thomas the Apostle's Church,,United States of America
Q7587455,St. Catherine of Siena Roman Catholic Church,church,United States of America
Q7591966,St. Thomas Manor,,United States of America
Q7589775,St. Luke's Episcopal Church,church,United States of America
Q6920048,Mount Carmel Monastery,building,United States of America
Q5568649,Glenn & Viola Walters Cultural Arts Center,architectural structure,United States of America
Q7590409,"St. Mary's Roman Catholic Church, Newport",building,United States of America
Q7829930,Town Clock Church,church,United States of America
Q5452373,First Baptist Church,church,United States of America
Q6981685,Naval Academy Jewish Chapel,synagogue,United States of America
Q7698588,Temple Israel,church,United States of America
Q3585713,Assumption of the Blessed Virgin Mary Church,church,United States of America
Q7054903,North Congregational Church,church,United States of America
Q4754038,Anderson Chapel,church,United States of America
Q6818719,Mercy Chapel at Mill Run,church,United States of America
Q7591211,St. Paul's by-the-sea Protestant Episcopal Church,church,United States of America
Q14692146,Makemie Memorial Presbyterian Church,church,United States of America
Q7591111,St. Paul's Episcopal Church,church,United States of America
Q5108895,Christ Episcopal Church and Cemetery,church,United States of America
Q5591155,Grace Episcopal Church Complex,church,United States of America
Q7587234,St. Bartholomew's Episcopal Church,church,United States of America
Q4803744,Asbury Methodist Episcopal Church,church,United States of America
Q7580580,Spring Hill Church,church,United States of America
Q7590293,St. Mary's Episcopal Church,church,United States of America
Q7591931,St. Thomas Church,church,United States of America
Q7588454,St. James Church,church,United States of America
Q7084060,Old Friendship United Methodist Church,church,United States of America
Q4898060,Bethlehem Methodist Episcopal Church,church,United States of America
Q5117872,Church of the Heavenly Rest,church,United States of America
Q6985515,Neck Meetinghouse and Yard,cemetery,United States of America
Q7397126,Sacred Heart Catholic Church,church,United States of America
Q5591446,Graceham Moravian Church and Parsonage,church,United States of America
Q5052356,Cathedral of Saint John and Saint Finbar,cathedral,United States of America
Q7587454,"St. Catherine of Siena Parish, Wilmington, Delaware",,United States of America
Q12060694,Immaculate Conception Church (New Orleans),,United States of America
Q7588979,St. John the Divine Episcopal Church,church,United States of America
Q7185678,Phillip Gaensslen House,church,United States of America
Q5500510,Freedom Congregational Church,church,United States of America
Q7596651,Stafford Reformed Presbyterian Church,church,United States of America
Q5452423,First Baptist Church,church,United States of America
Q5452966,First English Lutheran Church,church,United States of America
Q5562166,Gillfield Baptist Church,church,United States of America
Q5118037,Church of the Resurrection,church,United States of America
Q5453744,First Reformed Church,church,United States of America
Q7307509,Reformed Dutch Church of Second River,church,United States of America
Q7591463,St. Peter and St. Paul Orthodox Church,church,United States of America
Q5453234,First Lutheran Church,church,United States of America
Q7743677,The Journey church,church,
Q7309843,Rehoboth Church,church,United States of America
Q14680756,Trinity Cathedral,cathedral,United States of America
Q7077364,Odd Fellows Lodge,construction,United States of America
Q1363311,West Point Cadet Chapel,church,United States of America
Q5208890,Dahlgren Chapel,geographical object,United States of America
Q7397158,Sacred Heart Church,church,United States of America
Q5453485,First Parish Church in Plymouth,church,United States of America
Q7592127,St. Vito's Church,church,
Q7205788,Plymouth Congregational Church,church,United States of America
Q6916760,"Most Holy Trinity Church, Mamaroneck",church,
Q7587068,St. Anthony's Roman Catholic Church,church,United States of America
Q4897737,Bethany Congregational Church,church,United States of America
Q5108759,Christ Church,church,United States of America
Q5452489,First Baptist Church of Wollaston,church,United States of America
Q5431203,Faith Lutheran Church,church,United States of America
Q8030326,Wollaston Unitarian Church,church,United States of America
Q8030315,Wollaston Congregational Church,church,United States of America
