wikidata_id,name,instance_of,country
Q5118051,Church of the Saviour,church,
Q7589941,St. Mark's Episcopal Church,church,United States of America
Q7814625,Tolson's Chapel,,United States of America
Q7537895,Skyline Church,church,United States of America
Q5073060,Chapel in the Hills,stave church,United States of America
Q7592018,St. Thérèse Chapel and Academy,church,United States of America
Q4729360,All Saints' Church,church,United States of America
Q7085451,Old Wye Church,church,United States of America
Q7588607,St. John's Chapel of St. Michael's Parish,church,United States of America
Q6906485,Montrose Mansion and Chapel,building,United States of America
Q6825457,Mettam Memorial Baptist Church,church,United States of America
Q6920901,Mount Gilboa Chapel,church,United States of America
Q5453747,First Reformed Dutch Church of Bergen Neck,church,United States of America
Q7084894,Old Salem Church and Cemetery,church,United States of America
Q7588634,St. John's Church,church,United States of America
Q7590673,St. Michael's Church,church,United States of America
Q5148659,Colora Meetinghouse,church,United States of America
Q5329063,East Nottingham Friends Meetinghouse,church,United States of America
Q7986096,West Nottingham Meetinghouse,church,United States of America
Q7354732,Rock United Presbyterian Church,church,United States of America
Q7588023,St. Francis Xavier Church,church,United States of America
Q7591762,St. Stephen's Episcopal Church,church,United States of America
Q5250716,Deer Creek Friends Meetinghouse,church,United States of America
Q5619319,Gunpowder Meetinghouse,church,United States of America
Q5118278,Churchville Presbyterian Church,church,United States of America
Q7240710,Presbury Meetinghouse,church,United States of America
Q7793675,Thomas Run Church,church,United States of America
Q5117941,Church of the Holy Trinity,church,United States of America
Q7242881,Priest Neal's Mass House and Mill Site,church,United States of America
Q7588353,St. Ignatius Church,church,United States of America
Q7590205,St. Mary's Church,church,United States of America
Q7588156,St. George's Parish Vestry House,church,United States of America
Q6649977,Little Falls Meetinghouse,church,United States of America
Q7197211,Pipe Creek Friends Meetinghouse,church,United States of America
Q7581027,Springfield Presbyterian Church,church,United States of America
Q7085331,Old Trinity Church,church,United States of America
Q5453568,First Presbyterian Church,church,United States of America
Q17012372,New York Yearly Meeting,Religious Society of Friends,
Q7774208,The Well,church,United States of America
Q5108688,"Christ Church, Graveyard and Sexton's House",church,United States of America
Q7503663,Shrewsbury Church,church,United States of America
Q7591053,St. Paul's Church,church,United States of America
Q5416898,Everard Baths,architectural structure,United States of America
Q5311782,Dudley's Chapel,church,United States of America
Q7586853,St. Andrew's Episcopal Chapel,church,United States of America
Q7589763,St. Luke's Church,church,United States of America
Q7592084,St. Vincent De Paul Roman Catholic Church,,United States of America
Q4769775,Annunciation Melkite Catholic Cathedral,cathedral,United States of America
Q5369016,Emanuel AME Church,church,United States of America
Q7603548,State Street AME Zion Church,church,United States of America
Q7589706,St. Louis Street Missionary Baptist Church,church,United States of America
Q7995133,White Oak Church,church,United States of America
Q7591897,St. Thomas Anglican Church,church,United States of America
Q4729553,All Saints Church at Monie,church,United States of America
Q5591132,Grace Episcopal Church,church,United States of America
Q7589939,St. Mark's Episcopal Church,church,United States of America
Q7591183,St. Paul's Protestant Episcopal Church,church,United States of America
Q6924788,Mount Zion Memorial Church,church,United States of America
Q15272892,Rock Creek Methodist Episcopal Church,church,United States of America
Q7591172,St. Paul's Methodist Episcopal Church,church,United States of America
Q7591403,St. Peter's Methodist Episcopal Church,church,United States of America
Q7588795,St. John's Methodist Episcopal Church and Joshua Thomas Chapel,church,United States of America
Q7272209,Quindocqua United Methodist Church,church,United States of America
Q7309833,Rehobeth Presbyterian Church,church,United States of America
Q5179107,Coventry Parish Ruins,church,United States of America
Q7586868,St. Andrew's Episcopal Church,church,United States of America
Q6019976,Indian Castle Church,church,United States of America
Q5188830,Crossroads Community Cathedral,cathedral,United States of America
Q5453669,First Presbyterian Church and Manse,church,United States of America
Q4905109,Big Bethel AME Church,church,United States of America
Q5491879,Franklin Street Presbyterian Church and Parsonage,church,United States of America
Q6727876,Madison Avenue Methodist Episcopal Church,church,United States of America
Q7109427,Otterbein Church,church,United States of America
Q7100212,Orchard Street United Methodist Church,church,United States of America
Q7490346,Sharp Street Memorial United Methodist Church and Community House,church,United States of America
Q6924397,Mount Vernon Place United Methodist Church and Asbury House,church,United States of America
Q7591092,St. Paul's Episcopal Church,church,United States of America
Q7402305,Saint Vincent de Paul,church,United States of America
Q7401877,Saint Matthew's Catholic Church,church,United States of America
Q5751342,Hickory Withe Presbyterian Church,church,United States of America
Q7588066,St. Gabriel's Roman Catholic Church,church,United States of America
Q5590920,Grace-Hampden Methodist Episcopal Church,church,United States of America
Q6692281,Lovely Lane Methodist Church,church,United States of America
Q7588668,St. John's Episcopal Church,church,United States of America
Q5194145,Cummins Memorial Church,church,United States of America
Q7589760,St. Luke's Church,church,United States of America
Q7689807,Taylor's Chapel,church,United States of America
Q7586798,"St. Alphonsus' Church, Rectory, Convent and Halle",church,United States of America
Q7587858,St. Elizabeth of Hungary,church,United States of America
Q7589513,St. Leo's Church,building,United States of America
Q7590676,St. Michael's Church Complex,church,United States of America
Q7588530,St. James the Less Roman Catholic Church,church,United States of America
Q7588991,St. John the Evangelist Roman Catholic Church,building,United States of America
Q5297747,Dorguth Memorial United Methodist Church,church,United States of America
Q5885320,Holy Cross Roman Catholic Church,church,United States of America
Q6508464,Leadenhall Street Baptist Church,church,United States of America
Q14692323,Old Town Friends' Meetinghouse,,United States of America
Q7588594,St. John's Catholic Church,church,United States of America
Q7590747,St. Michael the Archangel Church,church,United States of America
Q5052413,Cathedral of St. Peter the Apostle,cathedral,United States of America
Q7589263,St. Joseph Catholic Church,church,United States of America
Q7589217,St. Joseph's Roman Catholic Church,church,United States of America
Q7591990,St. Thomas Roman Catholic Church and Howard-Flaget House,church,United States of America
Q5383309,Episcopal Church of the Mediator,church,United States of America
Q7589451,St. Landry Catholic Church,church,United States of America
Q7588432,St. James Anglican Church,church,United States of America
Q7885826,Union Meeting House,meeting house,United States of America
Q5024178,Calvary Episcopal Church,church,United States of America
